content,id,nickname,productColor,productId,productSize,score
几年没用苹果了，12真的不值得买，垃圾，还是华为手好用,15308077213,j***c,绿色,100017543998,256GB,1
"运行速度：快
外形外观：复古
屏幕音效：显示效果好，看着舒复",15311079991,快乐快乐快乐家,绿色,100017543998,256GB,5
速度很快。物流给力。可以的,15311000765,涛叔叔,绿色,100017543998,256GB,5
挺好的，质量没问题。,15310992760,w***n,绿色,100017543998,256GB,5
不错，一直用水果！！！！,15310898543,-心随漂动-,绿色,100017543998,256GB,5
心水了很久 绿色最好看,15310880369,怕***1,绿色,100017543998,256GB,5
物流迅速，手机也很好用,15310722027,m***y,绿色,100017543998,256GB,5
颜色超好,15310266192,jd_138252fiw,绿色,100017543998,256GB,5
比xs轻薄很多，信号好了不少，挺好的,15310202994,w***0,绿色,100017543998,256GB,5
手机到了，质量没问题，不要看评价。像素好。,15310182463,c***a,绿色,100017543998,256GB,5
确实，电量一般，但是还可以，未激活正品国行，可以了,15310133263,Kresnik夜岚,绿色,100017543998,256GB,5
送货速度快，当天就到，手机很好，自营京东，完美购物,15312262125,红***1,绿色,100017543998,256GB,5
颜色很漂亮，入手轻，小巧，适合女生手感,15312183823,jhpopo,绿色,100017543998,256GB,5
见证一下开箱过程 哈哈哈 大概除了电脑是之前找美国朋友代买的 其他设备都是在京东买的了 一直很满意 这次买苹果也是在实体店看了 京东直接下单的 绿色很好看啊 没有后悔放弃经典黑白选择它 使用了两天 发现流畅是流畅 但是续航 充电 耳机是真坑啊 以后估计得随时带着充电宝了 哎,15311679073,pearl环,绿色,100017543998,256GB,5
很轻的一款手机，对比现在的半斤机太出众。,15311644252,a***r,绿色,100017543998,256GB,5
很赞，但是没有~买的便宜，同样是能开专票,15311428884,Billy_xie,绿色,100017543998,256GB,5
好看，不错，不卡，内存大，喜欢,15311312911,j***q,绿色,100017543998,256GB,5
外观漂亮，做工精细，手感好，运行和拍照待使用后再评价,15311269262,s***g,绿色,100017543998,256GB,5
宝贝收到，物流很快，描述相符，比较满意，好评，推荐?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！,15311215388,jd_135640ose,绿色,100017543998,256GB,5
物流非常给力，点赞,15311182488,4***8,绿色,100017543998,256GB,5
还行,15311114479,jd_153977lbv,绿色,100017543998,256GB,5
"从6s换的12，用习惯了苹果
老机器用了这么多年一点问题没用，就是容量不太够，这次就换了256的大小，应该能用好几年了
以旧换新，旧机器抵了600，感觉非常不错",15313814855,****e,绿色,100017543998,256GB,5
"手机还好 
颜色很棒",15313781987,j***o,绿色,100017543998,256GB,5
不满意，售后服务态度很差，找不到人，找到了也是答非所问,15313758721,jd_139667ilr,绿色,100017543998,256GB,1
帮小伙伴买的，她喜欢绿色，查了一下，这个颜色特别受欢迎！绿色真的很清新！手感特别好，颜值真的高！期待用起来也一样美好！哈哈！京东速度很快，很赞！,15313425887,l***4,绿色,100017543998,256GB,5
患了自闭症，极度不好用,15313284601,足球RunningMan,绿色,100017543998,256GB,5
包装很好,15313163878,q***9,绿色,100017543998,256GB,5
特别好,15313134959,罗喜方,绿色,100017543998,256GB,5
正品！收到货了，新机！绿色特别好看！速度很快！,15312652123,-富婆的破产之路,绿色,100017543998,256GB,5
我们的确是一个很好的人都是我的朋友家的,15312559743,欣赏ni,绿色,100017543998,256GB,5
买了个12，开机充电就发烫，充满了用不了12小时，打个王者一句没打完就烫的拿不住了，结果售后说检测完没有质量问题，发热是正常的，看来以后不能买苹果了,15312435960,jd_mhaa_0,绿色,100017543998,256GB,1
材质很好，质量也不错，到货也很快跟我在实体店买的一模一样！还是一样的好用，开心,15315029261,棒棒哒的李小龙,绿色,100017543998,256GB,5
用了一段时间才来评价，正品无疑，一直信赖京东，购买手机多次,15314867621,三***祥,绿色,100017543998,256GB,5
因为8P的内存不够，索性就入了256G的苹果12。其实用8P习惯了，一开始用12很不适应，还没get到它的香，但是尺寸正好，大的手机容易摔脸上。希望用一阵能感受到12的好呀。,15314770991,jd_136986zor,绿色,100017543998,256GB,5
挺好的，各方面都不错。,15314759951,j***宠,绿色,100017543998,256GB,5
我的果6P从2015年5月1日开始投入使用到今天为止了?，16G的6P坚持用了将近6年，果机真的是很可以了，现在换了12最大的内存机，继续坚持用到不能用为止?,15314673045,月华萝儿,绿色,100017543998,256GB,5
非常好看！,15314577810,棠璃,绿色,100017543998,256GB,5
手机实物颜色很好看的,15314371753,j***c,绿色,100017543998,256GB,5
手机还不错，是我想要的效果，送货很快,15314322284,v***贝,绿色,100017543998,256GB,5
棒棒哒 真的不错 男朋友很喜欢,15314019331,j***b,绿色,100017543998,256GB,5
手机非常好用，外观好看，尤其是绿色的，看起来非常清新，运行流畅，大内存，拍照比较清晰，以前一直想换个手机，这款手机非常值得购买,15313893422,j***7,绿色,100017543998,256GB,5
隔天就送到了 使用很流畅 速度飞快,15316737474,愤怒地小鸭,绿色,100017543998,256GB,5
发货速度快，苹果12的网速超快,15316697540,j***f,绿色,100017543998,256GB,5
整体感觉不错,15316139329,周到2018,绿色,100017543998,256GB,5
货收到了，非常喜欢！,15315607724,April_Zhangyusi,绿色,100017543998,256GB,5
其他还好，就是触控有点迟钝，没有以前用的那么灵敏，总有那么点迟钝打字都不连贯，用得很不舒服,15315463354,j***f,绿色,100017543998,256GB,2
一如既往的支持,15315422643,jd_131487lzh,绿色,100017543998,256GB,5
同时京东下两个订单的苹果手机，此单正常到货，包装完好，手机使用一个月很满意，给好评！另一单购物体验就好比地狱了，不在这里详述。,15315353046,jd_139510nht,绿色,100017543998,256GB,5
第一次京东这么差的物流体验，在此过程中既有热情负责的京东物流客服、京东客服，也有机械冷漠的京东客服，原本第二天就应该到的货，一周以后多跑了半个中国才收到。就结果来说，此单差评！,15315354253,j***t,绿色,100017543998,256GB,5
刚激活    暂时没发现什么问题,15315321492,段***晨,绿色,100017543998,256GB,5
闺女心心念念的手机终于收到了，大小特别合适，颜色清新，太喜欢了！,15315280830,jd136913kwg,绿色,100017543998,256GB,5
屏幕音效：到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物,15318060138,假货必退bmw,绿色,100017543998,256GB,5
正品，好用，颜色好看,15318025548,顾墨一,绿色,100017543998,256GB,5
挺好的，还不错呀！！,15317980337,山竹味的小姐姐,绿色,100017543998,256GB,5
用了几天，感觉挺好的，没出现黑屏现象，信号不是特别好，下载没有安卓方便，冲系统来的，希望不要让我失望。好评。,15317908279,琴***_,绿色,100017543998,256GB,5
强，#,15317839184,j***a,绿色,100017543998,256GB,5
好好好好好好好真的很好！,15317784619,啦***l,绿色,100017543998,256GB,5
非常满意，正品，手机只在京东买。,15317209824,满意的好妈妈,绿色,100017543998,256GB,5
价格实惠，物流速度快。苹果不友好。买了分24期的,15317170068,沐***超,绿色,100017543998,256GB,5
第一次在京东买手机，手机很不错，快充头比官网便宜很多。。,15317152243,奔***鸟,绿色,100017543998,256GB,5
苹果手机?还是不错的，值得购买使用，还可以领劵购买，这次买了个绿色的，颜色好看,15316911183,m***u,绿色,100017543998,256GB,5
超级好的苹果手机很喜欢很喜欢配色,15319821025,s***7,绿色,100017543998,256GB,5
给女朋友的礼物，很喜欢,15319813940,i***羊,绿色,100017543998,256GB,5
"外形外观：漂亮得无以复加，毕竟只有凌厉的边框才是Iphone应该有的样子！
屏幕音效：屏幕真的比11强很多，比较满意！
拍照效果：超强的，惊艳中！
运行速度：快的很，都说不值得，我觉得很好啊",15319702948,菜啄鸡,绿色,100017543998,256GB,5
卸载京东，我和我老婆俩个人今年买了三台手机，一台手机出问题了，京东客服说是快递的问题，现在苹果也出问题了，结果直接让我自己联系苹果客服。那我还用京东买什么手机直接在官网买不香吗？,15319582950,j***h,绿色,100017543998,256GB,1
给媳妇买的，用着不错，颜色也喜欢，非常流畅，像素也非常好。,15319007536,dqcvxkpjjAzZ,绿色,100017543998,256GB,5
真的很棒 绝对是正品,15318792107,j***a,绿色,100017543998,256GB,5
很好的手机 好看 除了贵没别的问题,15318510901,jdhotcri,绿色,100017543998,256GB,5
晚上照出这种效果，吊打国产号称一亿像素的&hellip;&hellip;,15318428197,w***9,绿色,100017543998,256GB,5
东西很好，老婆用的很喜欢?,15318191760,赵赏胤航,绿色,100017543998,256GB,5
挺好的东西,15318114234,恶魔城暗影之王,绿色,100017543998,256GB,5
年终午休，北京调货贼快，配送很快,15321139072,p***8,绿色,100017543998,256GB,5
这是第2次在京东自营旗舰店买手机了，自营店买的放心，绝对的正品。好评,15320855391,世界love-,绿色,100017543998,256GB,5
省心快捷,15320563191,jd_131413jnk,绿色,100017543998,256GB,5
买的带插头的套餐，手机到了插头迟迟不到，手机没有太多电，也充不了电，建议大家不要买这个套餐，最差的一次京东买货体验,15320420439,刘正帅,绿色,100017543998,256GB,4
东东不错?，比实体店便宜一点，收货很快！,15320401919,jd_gtf0012,绿色,100017543998,256GB,5
刚买完第二天就加大优惠力度，我是**，所以我要给差评,15320400322,j***1,绿色,100017543998,256GB,1
东西辣鸡。售后辣鸡。还不如线下买一买。,15320084264,小钱冲鸭_,绿色,100017543998,256GB,1
还是偶尔会卡，一直用苹果，没感觉有很大改进,15319975886,阿***号,绿色,100017543998,256GB,3
辣鸡京东，手机买了不到十天~无法发语音，苹果店一测试左边喇叭硬件是坏的，这质量不知道是不是原厂机，换货还要把盒子里的东西都带齐，我买手机的时候还要考虑到你给我的是个坏的，把东西都带好啊！客服说没有盒子只能维修，所以我买了个手机10天就要变成拆开的维修机了吗？！垃圾！,15319942059,jd_良辰,绿色,100017543998,256GB,1
还可以就是有点小贵&hellip;,15319893739,j***s,绿色,100017543998,256GB,5
"是正品,挺好用",15321919025,jd_44aa4ad029e45,绿色,100017543998,256GB,5
就是有点不习惯,15321882567,人生如此浮华_,绿色,100017543998,256GB,5
"屏幕音效：音质效果不错
拍照效果：有特色
运行速度：速度快
外形外观：漂亮",15321767611,侧耳倾听Six,绿色,100017543998,256GB,5
很好，功能强大，媳妇很喜欢,15321744244,宁***6,绿色,100017543998,256GB,5
没适配器，说明书都没有，把苹果手机原配件哪去了？，光一个线头有什么用？,15321620173,z***4,绿色,100017543998,256GB,1
收到，目前感觉不错,15321579377,雨浓秋zoi,绿色,100017543998,256GB,5
用了一个月了，相信苹果手机，手感就是好,15321462151,j***y,绿色,100017543998,256GB,5
挺好哒，是我喜欢的颜色,15321397501,情YYD,绿色,100017543998,256GB,5
"外观设计风格跟4代时风格很像，而且双卡双待，所以值得购买，
拍照效果：拍照效果不错
运行速度：快，基本没有卡顿感
待机时间：还能接受",15321388599,飞***6,绿色,100017543998,256GB,5
淡淡的绿色很漂亮，然后准备买一个黑色手机壳。,15321153067,x***z,绿色,100017543998,256GB,5
iPhone12恢复使用iPhone5S直角边，个人感觉比iPhone11圆角边的手感好。屏幕尺寸与11一样大小，但外形尺寸和重量都比11要小（参见第三张图）。浅绿色这个好看，男的用也不错。待机时间好像强过11。,15323538378,Q***a,绿色,100017543998,256GB,5
外形外观挺好，屏幕音效好，运行速度可以,15323447168,j***n,绿色,100017543998,256GB,5
价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！,15323086676,无字仓颉1987,绿色,100017543998,256GB,5
给老婆买的，还在探索中，以前都是用的安卓，老婆大人要试一试苹果,15322963569,凌空-一羽,绿色,100017543998,256GB,5
绿屏但是京东售后不沟通就退回，霸王平台,15322725395,K***3,绿色,100017543998,256GB,1
不错的一次购物,15322560806,jd_何陇_XRii,绿色,100017543998,256GB,5
终于换手机了，新手机很不错,15322491635,q***8,绿色,100017543998,256GB,5
挺好，是正品，好喜欢！,15322247985,j***7,绿色,100017543998,256GB,5
此用户未填写评价内容,15322088743,彬彬的金东,绿色,100017543998,256GB,5
到货速度，东西好评，颜色惊艳，最主要免息太香！,15321964989,j***2,绿色,100017543998,256GB,5
非常好,15325030373,我***叔,绿色,100017543998,256GB,5
好用，性能好，各种设计更贴心了，机身美观，很喜欢，下图无美颜无滤镜，大家参考下吧。,15324834972,c***y,绿色,100017543998,256GB,5
总体是很不错的,15324683982,丢丢爹妈,绿色,100017543998,256GB,5
还行,15324491396,9***u,绿色,100017543998,256GB,5
不错。。。。。。。。。好,15324390333,HeB2,绿色,100017543998,256GB,5
啊 刚买的白条还没还就丢了.生气?,15324373762,哈刘小胖儿,绿色,100017543998,256GB,1
手机很好，是正品，非常喜欢这个颜色,15324342818,jdcrazy1219,绿色,100017543998,256GB,5
很漂亮，非常满意，ios确实比安卓流畅的多，唯一缺点就是电池小了点。,15324111898,j***z,绿色,100017543998,256GB,5
"运行速度：最新的A14芯片，地球最强。并且支持5G网络！
屏幕音效：屏幕显示准确，素质高，好屏幕。
外形外观：淡淡的绿色，清新，淡雅，漂亮。",15324051832,摩托魅族诺基亚,绿色,100017543998,256GB,5
非常好，嗯嗯好的，谢谢谢谢美女支持谢谢谢谢美女支持谢谢,15323551178,w***4,绿色,100017543998,256GB,5
不错,15305911179,jd_850851153,绿色,100016901306,256GB,5
信号确实还是缺陷。。如果不是很急，建议去官网买，价格差不多还有24期免息。。京东现在除了快其他都没啥优势了。,15305864840,烟***砂,绿色,100016901306,256GB,3
"外形外观：好看
屏幕音效：不错
拍照效果：还行
运行速度：不错
待机时间：不错
其他特色：不错",15305820736,忧郁学长,绿色,100016901306,256GB,5
买完第二天就降价200，差评,15305525602,jd_一切从未,绿色,100016901306,256GB,1
"物流速度快，质量好
外形外观：很美
屏幕音效：很棒
拍照效果：很好
运行速度：很快
待机时间：很长
其他特色：都很好",15305274590,ak47zc123,绿色,100016901306,256GB,5
手机收到了.一直在京东买过年了当给自己买的礼物，第一次用苹果反应很快,15305191739,jd_夏沫667788,绿色,100016901306,256GB,5
"运行速度：快
屏幕音效：屏幕音效：色彩 靓丽
其他特色：美中不足的是没充电器和耳机",15304710426,杏***5,绿色,100016901306,256GB,5
完美，一直在京东买手机很信赖,15304692919,刘亦明94,绿色,100016901306,256GB,5
好烫,15304640274,将***C,绿色,100016901306,256GB,5
手机超级好看，买手机就上京东,15304475014,平平璐璐o,绿色,100016901306,256GB,5
手机很不错，还是喜欢这种方形的,15307892659,瞳***虎,绿色,100016901306,256GB,5
速度快快递小哥什么辛苦！,15307508507,jd_181828kuf,绿色,100016901306,256GB,5
就到的很快，很舒服，早就想换手机了，哈哈哈哈哈哈,15307441731,骚***丶,绿色,100016901306,256GB,5
"苹果12最新款手机，科技创新产品，手感舒适，设计新颖，美观大方。
外形外观：设计新颖，绿色天然。
屏幕音效：屏幕清晰，音效超级棒。
拍照效果：拍照效果不错。
运行速度：运行速度也很快。
待机时间：待机时间有待考验。
其他特色：物流速度极快，感谢京东。",15306891517,h***3,绿色,100016901306,256GB,5
非常惊艳的手机，续航、拍照提升不少,15306774096,jd_186799tsg,绿色,100016901306,256GB,5
质量很好，正品，先试用一下,15306711333,jd_1392193183,绿色,100016901306,256GB,5
很好,15306342753,叶落止殇,绿色,100016901306,256GB,5
手机挺好用的,15306285235,135*****335_p,绿色,100016901306,256GB,5
绿色很nice不深不淡,15306249246,z***3,绿色,100016901306,256GB,5
10余年来最差的一次购物体检，收到商品2天发现屏幕有白色斑点及屏幕间接性出现黄色和白色现象。致电售后告知需要苹果方出具检测报告，当天拿到检测报告后上传，京东售后表示可以换货，但一小时又告知不行，需要苹果方在报告中附加依据。苹果方给予回复为该报告具有法律效益，可按照三包规定退换货。截止目前，对此致电京东，售后未回复一个电话，此问题还未解决。严重差评！！！,15305985654,飘逸年华,绿色,100016901306,256GB,5
"运行速度杠杠的，手机分辨率也很高，拍视频简直不要太棒！！！
拍照效果：很流畅，简直可以拿来拍电影了?，很喜欢这个手机，希望可以用多几年！哈哈哈",15310049312,j***b,绿色,100016901306,256GB,5
绿色很清爽，手感好，速度快,15309946032,jd_wukais845,绿色,100016901306,256GB,5
促销时候买的  还是京东买放心点,15309543329,D***n,绿色,100016901306,256GB,5
特别棒，颜色很好看,15308871283,超级小青龙,绿色,100016901306,256GB,5
非常喜欢，买回来用了几天才评价,15308842062,yishenhappy,绿色,100016901306,256GB,5
媳妇很喜欢,15308546297,无哈哈哈,绿色,100016901306,256GB,5
非常漂亮 清新的绿色，外观很闪亮很漂亮。屏幕清晰度高，不会像12pro那样黄黄的屏幕，比较喜欢。拍照方面比12pro少一个镜头，但日常使用足够了，尤其夜景拍摄好评。,15308463637,j***3,绿色,100016901306,256GB,5
"手机玩游戏掉帧 很容易发烫&hellip;&hellip;
还不如我的xs  
12真是让人失望? 我以为电池可以续航一天
其实耗电特别快
除了拍照清晰点，5g信号 
也没有什么优点了",15308406764,j***f,绿色,100016901306,256GB,3
苹果5的款，还是11好看,15308395520,j***5,绿色,100016901306,256GB,5
几年没用苹果了，12真的不值得买，垃圾，还是华为手好用,15308077213,j***c,绿色,100016901306,256GB,1
"运行速度：快
外形外观：复古
屏幕音效：显示效果好，看着舒复",15311079991,快乐快乐快乐家,绿色,100016901306,256GB,5
速度很快。物流给力。可以的,15311000765,涛叔叔,绿色,100016901306,256GB,5
挺好的，质量没问题。,15310992760,w***n,绿色,100016901306,256GB,5
不错，一直用水果！！！！,15310898543,-心随漂动-,绿色,100016901306,256GB,5
心水了很久 绿色最好看,15310880369,怕***1,绿色,100016901306,256GB,5
物流迅速，手机也很好用,15310722027,m***y,绿色,100016901306,256GB,5
颜色超好,15310266192,jd_138252fiw,绿色,100016901306,256GB,5
比xs轻薄很多，信号好了不少，挺好的,15310202994,w***0,绿色,100016901306,256GB,5
手机到了，质量没问题，不要看评价。像素好。,15310182463,c***a,绿色,100016901306,256GB,5
确实，电量一般，但是还可以，未激活正品国行，可以了,15310133263,Kresnik夜岚,绿色,100016901306,256GB,5
送货速度快，当天就到，手机很好，自营京东，完美购物,15312262125,红***1,绿色,100016901306,256GB,5
颜色很漂亮，入手轻，小巧，适合女生手感,15312183823,jhpopo,绿色,100016901306,256GB,5
见证一下开箱过程 哈哈哈 大概除了电脑是之前找美国朋友代买的 其他设备都是在京东买的了 一直很满意 这次买苹果也是在实体店看了 京东直接下单的 绿色很好看啊 没有后悔放弃经典黑白选择它 使用了两天 发现流畅是流畅 但是续航 充电 耳机是真坑啊 以后估计得随时带着充电宝了 哎,15311679073,pearl环,绿色,100016901306,256GB,5
很轻的一款手机，对比现在的半斤机太出众。,15311644252,a***r,绿色,100016901306,256GB,5
很赞，但是没有~买的便宜，同样是能开专票,15311428884,Billy_xie,绿色,100016901306,256GB,5
好看，不错，不卡，内存大，喜欢,15311312911,j***q,绿色,100016901306,256GB,5
外观漂亮，做工精细，手感好，运行和拍照待使用后再评价,15311269262,s***g,绿色,100016901306,256GB,5
宝贝收到，物流很快，描述相符，比较满意，好评，推荐?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！,15311215388,jd_135640ose,绿色,100016901306,256GB,5
物流非常给力，点赞,15311182488,4***8,绿色,100016901306,256GB,5
还行,15311114479,jd_153977lbv,绿色,100016901306,256GB,5
"从6s换的12，用习惯了苹果
老机器用了这么多年一点问题没用，就是容量不太够，这次就换了256的大小，应该能用好几年了
以旧换新，旧机器抵了600，感觉非常不错",15313814855,****e,绿色,100016901306,256GB,5
"手机还好 
颜色很棒",15313781987,j***o,绿色,100016901306,256GB,5
不满意，售后服务态度很差，找不到人，找到了也是答非所问,15313758721,jd_139667ilr,绿色,100016901306,256GB,1
帮小伙伴买的，她喜欢绿色，查了一下，这个颜色特别受欢迎！绿色真的很清新！手感特别好，颜值真的高！期待用起来也一样美好！哈哈！京东速度很快，很赞！,15313425887,l***4,绿色,100016901306,256GB,5
患了自闭症，极度不好用,15313284601,足球RunningMan,绿色,100016901306,256GB,5
包装很好,15313163878,q***9,绿色,100016901306,256GB,5
特别好,15313134959,罗喜方,绿色,100016901306,256GB,5
正品！收到货了，新机！绿色特别好看！速度很快！,15312652123,-富婆的破产之路,绿色,100016901306,256GB,5
我们的确是一个很好的人都是我的朋友家的,15312559743,欣赏ni,绿色,100016901306,256GB,5
买了个12，开机充电就发烫，充满了用不了12小时，打个王者一句没打完就烫的拿不住了，结果售后说检测完没有质量问题，发热是正常的，看来以后不能买苹果了,15312435960,jd_mhaa_0,绿色,100016901306,256GB,1
材质很好，质量也不错，到货也很快跟我在实体店买的一模一样！还是一样的好用，开心,15315029261,棒棒哒的李小龙,绿色,100016901306,256GB,5
用了一段时间才来评价，正品无疑，一直信赖京东，购买手机多次,15314867621,三***祥,绿色,100016901306,256GB,5
因为8P的内存不够，索性就入了256G的苹果12。其实用8P习惯了，一开始用12很不适应，还没get到它的香，但是尺寸正好，大的手机容易摔脸上。希望用一阵能感受到12的好呀。,15314770991,jd_136986zor,绿色,100016901306,256GB,5
挺好的，各方面都不错。,15314759951,j***宠,绿色,100016901306,256GB,5
我的果6P从2015年5月1日开始投入使用到今天为止了?，16G的6P坚持用了将近6年，果机真的是很可以了，现在换了12最大的内存机，继续坚持用到不能用为止?,15314673045,月华萝儿,绿色,100016901306,256GB,5
非常好看！,15314577810,棠璃,绿色,100016901306,256GB,5
手机实物颜色很好看的,15314371753,j***c,绿色,100016901306,256GB,5
手机还不错，是我想要的效果，送货很快,15314322284,v***贝,绿色,100016901306,256GB,5
棒棒哒 真的不错 男朋友很喜欢,15314019331,j***b,绿色,100016901306,256GB,5
手机非常好用，外观好看，尤其是绿色的，看起来非常清新，运行流畅，大内存，拍照比较清晰，以前一直想换个手机，这款手机非常值得购买,15313893422,j***7,绿色,100016901306,256GB,5
隔天就送到了 使用很流畅 速度飞快,15316737474,愤怒地小鸭,绿色,100016901306,256GB,5
发货速度快，苹果12的网速超快,15316697540,j***f,绿色,100016901306,256GB,5
整体感觉不错,15316139329,周到2018,绿色,100016901306,256GB,5
货收到了，非常喜欢！,15315607724,April_Zhangyusi,绿色,100016901306,256GB,5
其他还好，就是触控有点迟钝，没有以前用的那么灵敏，总有那么点迟钝打字都不连贯，用得很不舒服,15315463354,j***f,绿色,100016901306,256GB,2
一如既往的支持,15315422643,jd_131487lzh,绿色,100016901306,256GB,5
同时京东下两个订单的苹果手机，此单正常到货，包装完好，手机使用一个月很满意，给好评！另一单购物体验就好比地狱了，不在这里详述。,15315353046,jd_139510nht,绿色,100016901306,256GB,5
第一次京东这么差的物流体验，在此过程中既有热情负责的京东物流客服、京东客服，也有机械冷漠的京东客服，原本第二天就应该到的货，一周以后多跑了半个中国才收到。就结果来说，此单差评！,15315354253,j***t,绿色,100016901306,256GB,5
刚激活    暂时没发现什么问题,15315321492,段***晨,绿色,100016901306,256GB,5
闺女心心念念的手机终于收到了，大小特别合适，颜色清新，太喜欢了！,15315280830,jd136913kwg,绿色,100016901306,256GB,5
屏幕音效：到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物,15318060138,假货必退bmw,绿色,100016901306,256GB,5
正品，好用，颜色好看,15318025548,顾墨一,绿色,100016901306,256GB,5
挺好的，还不错呀！！,15317980337,山竹味的小姐姐,绿色,100016901306,256GB,5
用了几天，感觉挺好的，没出现黑屏现象，信号不是特别好，下载没有安卓方便，冲系统来的，希望不要让我失望。好评。,15317908279,琴***_,绿色,100016901306,256GB,5
强，#,15317839184,j***a,绿色,100016901306,256GB,5
好好好好好好好真的很好！,15317784619,啦***l,绿色,100016901306,256GB,5
非常满意，正品，手机只在京东买。,15317209824,满意的好妈妈,绿色,100016901306,256GB,5
价格实惠，物流速度快。苹果不友好。买了分24期的,15317170068,沐***超,绿色,100016901306,256GB,5
第一次在京东买手机，手机很不错，快充头比官网便宜很多。。,15317152243,奔***鸟,绿色,100016901306,256GB,5
苹果手机?还是不错的，值得购买使用，还可以领劵购买，这次买了个绿色的，颜色好看,15316911183,m***u,绿色,100016901306,256GB,5
超级好的苹果手机很喜欢很喜欢配色,15319821025,s***7,绿色,100016901306,256GB,5
给女朋友的礼物，很喜欢,15319813940,i***羊,绿色,100016901306,256GB,5
"外形外观：漂亮得无以复加，毕竟只有凌厉的边框才是Iphone应该有的样子！
屏幕音效：屏幕真的比11强很多，比较满意！
拍照效果：超强的，惊艳中！
运行速度：快的很，都说不值得，我觉得很好啊",15319702948,菜啄鸡,绿色,100016901306,256GB,5
卸载京东，我和我老婆俩个人今年买了三台手机，一台手机出问题了，京东客服说是快递的问题，现在苹果也出问题了，结果直接让我自己联系苹果客服。那我还用京东买什么手机直接在官网买不香吗？,15319582950,j***h,绿色,100016901306,256GB,1
给媳妇买的，用着不错，颜色也喜欢，非常流畅，像素也非常好。,15319007536,dqcvxkpjjAzZ,绿色,100016901306,256GB,5
真的很棒 绝对是正品,15318792107,j***a,绿色,100016901306,256GB,5
很好的手机 好看 除了贵没别的问题,15318510901,jdhotcri,绿色,100016901306,256GB,5
晚上照出这种效果，吊打国产号称一亿像素的&hellip;&hellip;,15318428197,w***9,绿色,100016901306,256GB,5
东西很好，老婆用的很喜欢?,15318191760,赵赏胤航,绿色,100016901306,256GB,5
挺好的东西,15318114234,恶魔城暗影之王,绿色,100016901306,256GB,5
年终午休，北京调货贼快，配送很快,15321139072,p***8,绿色,100016901306,256GB,5
这是第2次在京东自营旗舰店买手机了，自营店买的放心，绝对的正品。好评,15320855391,世界love-,绿色,100016901306,256GB,5
省心快捷,15320563191,jd_131413jnk,绿色,100016901306,256GB,5
买的带插头的套餐，手机到了插头迟迟不到，手机没有太多电，也充不了电，建议大家不要买这个套餐，最差的一次京东买货体验,15320420439,刘正帅,绿色,100016901306,256GB,4
东东不错?，比实体店便宜一点，收货很快！,15320401919,jd_gtf0012,绿色,100016901306,256GB,5
刚买完第二天就加大优惠力度，我是**，所以我要给差评,15320400322,j***1,绿色,100016901306,256GB,1
东西辣鸡。售后辣鸡。还不如线下买一买。,15320084264,小钱冲鸭_,绿色,100016901306,256GB,1
还是偶尔会卡，一直用苹果，没感觉有很大改进,15319975886,阿***号,绿色,100016901306,256GB,3
辣鸡京东，手机买了不到十天~无法发语音，苹果店一测试左边喇叭硬件是坏的，这质量不知道是不是原厂机，换货还要把盒子里的东西都带齐，我买手机的时候还要考虑到你给我的是个坏的，把东西都带好啊！客服说没有盒子只能维修，所以我买了个手机10天就要变成拆开的维修机了吗？！垃圾！,15319942059,jd_良辰,绿色,100016901306,256GB,1
还可以就是有点小贵&hellip;,15319893739,j***s,绿色,100016901306,256GB,5
"是正品,挺好用",15321919025,jd_44aa4ad029e45,绿色,100016901306,256GB,5
就是有点不习惯,15321882567,人生如此浮华_,绿色,100016901306,256GB,5
"屏幕音效：音质效果不错
拍照效果：有特色
运行速度：速度快
外形外观：漂亮",15321767611,侧耳倾听Six,绿色,100016901306,256GB,5
很好，功能强大，媳妇很喜欢,15321744244,宁***6,绿色,100016901306,256GB,5
没适配器，说明书都没有，把苹果手机原配件哪去了？，光一个线头有什么用？,15321620173,z***4,绿色,100016901306,256GB,1
收到，目前感觉不错,15321579377,雨浓秋zoi,绿色,100016901306,256GB,5
用了一个月了，相信苹果手机，手感就是好,15321462151,j***y,绿色,100016901306,256GB,5
挺好哒，是我喜欢的颜色,15321397501,情YYD,绿色,100016901306,256GB,5
"外观设计风格跟4代时风格很像，而且双卡双待，所以值得购买，
拍照效果：拍照效果不错
运行速度：快，基本没有卡顿感
待机时间：还能接受",15321388599,飞***6,绿色,100016901306,256GB,5
淡淡的绿色很漂亮，然后准备买一个黑色手机壳。,15321153067,x***z,绿色,100016901306,256GB,5
iPhone12恢复使用iPhone5S直角边，个人感觉比iPhone11圆角边的手感好。屏幕尺寸与11一样大小，但外形尺寸和重量都比11要小（参见第三张图）。浅绿色这个好看，男的用也不错。待机时间好像强过11。,15323538378,Q***a,绿色,100016901306,256GB,5
外形外观挺好，屏幕音效好，运行速度可以,15323447168,j***n,绿色,100016901306,256GB,5
